15.8471 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002D0EF454D90>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
1.6669 	EXP 	New trial (rep=0, index=1): {'slide': 'instructions/Slide3.jpg'}
1.6828 	EXP 	slide_img: autoDraw = False
1.6828 	EXP 	slide_img: image = 'instructions/Slide3.jpg'
1.6828 	EXP 	slide_img: autoDraw = True
2.3183 	EXP 	New trial (rep=0, index=2): {'slide': 'instructions/Slide4.jpg'}
2.3328 	EXP 	slide_img: autoDraw = False
2.3328 	EXP 	slide_img: image = 'instructions/Slide4.jpg'
2.3328 	EXP 	slide_img: autoDraw = True
3.1165 	EXP 	New trial (rep=0, index=3): {'slide': 'instructions/Slide5.jpg'}
3.1329 	EXP 	slide_img: autoDraw = False
3.1329 	EXP 	slide_img: image = 'instructions/Slide5.jpg'
3.1329 	EXP 	slide_img: autoDraw = True
3.9580 	EXP 	Imported conditions/practice_cond_kitchen.csv as conditions, 10 conditions, 6 params
3.9582 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=201
3.9583 	EXP 	New trial (rep=0, index=0): OrderedDict([('sub1', 107), ('sub2', 133), ('pairID', 'practice'), ('trialID', 9), ('stim1', 'stimuli/own/kitchen/107_kit.jpg'), ('stim2', 'stimuli/own/kitchen/133_kit.jpg')])
4.3334 	EXP 	slide_img: autoDraw = False
4.3334 	EXP 	image1: image = 'stimuli/own/kitchen/107_kit.jpg'
4.3334 	EXP 	image2: image = 'stimuli/own/kitchen/133_kit.jpg'
4.3334 	EXP 	slider: markerPos = None
4.3334 	EXP 	slider: markerPos = None
4.3334 	EXP 	slider: styleTweaks = ['triangleMarker']
4.3334 	EXP 	slider: styleTweaks = ['triangleMarker']
4.3334 	EXP 	question: height = 0.034999999999999996
4.3334 	EXP 	slider_2: markerPos = None
4.3334 	EXP 	slider_2: markerPos = None
4.3334 	EXP 	slider_2: styleTweaks = ['triangleMarker']
4.3334 	EXP 	slider_2: styleTweaks = ['triangleMarker']
4.3334 	EXP 	question_2: height = 0.034999999999999996
4.3334 	EXP 	polygon: autoDraw = True
4.3334 	EXP 	polygon_2: autoDraw = True
4.3334 	EXP 	image1: autoDraw = True
4.3334 	EXP 	image2: autoDraw = True
4.3334 	EXP 	slider: autoDraw = True
4.3334 	EXP 	question: autoDraw = True
4.3334 	EXP 	slider_2: autoDraw = True
4.3334 	EXP 	question_2: autoDraw = True
4.3334 	EXP 	question: height = 0.034999999999999996
4.3334 	EXP 	question: height = 0.034999999999999996
4.3334 	EXP 	question: height = 0.034999999999999996
4.3334 	EXP 	question: text = 'Content'
4.3334 	EXP 	question_2: height = 0.034999999999999996
4.3334 	EXP 	question_2: height = 0.034999999999999996
4.3334 	EXP 	question_2: height = 0.034999999999999996
4.3334 	EXP 	question_2: text = 'Drawing style'
6.0511 	DATA 	Mouse: Left button down, pos=(869,411)
6.0653 	EXP 	slider: markerPos = 3.1574074074074074
6.0808 	EXP 	slider: markerPos = 3.1574074074074074
6.0975 	EXP 	slider: markerPos = 3.1574074074074074
6.1140 	EXP 	slider: markerPos = 3.1574074074074074
6.1307 	EXP 	slider: markerPos = 3.1574074074074074
6.1321 	DATA 	Mouse:  Left button up, pos=(869,411)
6.1474 	EXP 	slider: markerPos = 3.0
6.7992 	DATA 	Mouse: Left button down, pos=(967,189)
6.8175 	EXP 	slider_2: markerPos = 4.064814814814815
6.8316 	EXP 	slider_2: markerPos = 4.064814814814815
6.8474 	EXP 	slider_2: markerPos = 4.064814814814815
6.8642 	EXP 	slider_2: markerPos = 4.064814814814815
6.8807 	EXP 	slider_2: markerPos = 4.064814814814815
6.8975 	EXP 	slider_2: markerPos = 4.064814814814815
6.8987 	DATA 	Mouse:  Left button up, pos=(967,189)
6.9139 	EXP 	slider_2: markerPos = 4.0
7.4684 	DATA 	Keypress: space
7.4806 	EXP 	polygon: autoDraw = False
7.4806 	EXP 	polygon_2: autoDraw = False
7.4806 	EXP 	image1: autoDraw = False
7.4806 	EXP 	image2: autoDraw = False
7.4806 	EXP 	slider: autoDraw = False
7.4806 	EXP 	question: autoDraw = False
7.4806 	EXP 	slider_2: autoDraw = False
7.4806 	EXP 	question_2: autoDraw = False
7.4806 	EXP 	text: autoDraw = True
7.7646 	EXP 	New trial (rep=0, index=1): OrderedDict([('sub1', 108), ('sub2', 133), ('pairID', 'practice'), ('trialID', 10), ('stim1', 'stimuli/own/kitchen/108_kit.jpg'), ('stim2', 'stimuli/own/kitchen/133_kit.jpg')])
7.9606 	EXP 	text: autoDraw = False
7.9606 	EXP 	text: autoDraw = False
7.9606 	EXP 	image1: image = 'stimuli/own/kitchen/108_kit.jpg'
7.9606 	EXP 	image2: image = 'stimuli/own/kitchen/133_kit.jpg'
7.9606 	EXP 	slider: markerPos = None
7.9606 	EXP 	slider: markerPos = None
7.9606 	EXP 	slider: styleTweaks = ['triangleMarker']
7.9606 	EXP 	slider: styleTweaks = ['triangleMarker']
7.9606 	EXP 	question: height = 0.034999999999999996
7.9606 	EXP 	slider_2: markerPos = None
7.9606 	EXP 	slider_2: markerPos = None
7.9606 	EXP 	slider_2: styleTweaks = ['triangleMarker']
7.9606 	EXP 	slider_2: styleTweaks = ['triangleMarker']
7.9606 	EXP 	question_2: height = 0.034999999999999996
7.9606 	EXP 	polygon: autoDraw = True
7.9606 	EXP 	polygon_2: autoDraw = True
7.9606 	EXP 	image1: autoDraw = True
7.9606 	EXP 	image2: autoDraw = True
7.9606 	EXP 	slider: autoDraw = True
7.9606 	EXP 	question: autoDraw = True
7.9606 	EXP 	slider_2: autoDraw = True
7.9606 	EXP 	question_2: autoDraw = True
7.9606 	EXP 	question: height = 0.034999999999999996
7.9606 	EXP 	question: height = 0.034999999999999996
7.9606 	EXP 	question: height = 0.034999999999999996
7.9606 	EXP 	question: text = 'Content'
7.9606 	EXP 	question_2: height = 0.034999999999999996
7.9606 	EXP 	question_2: height = 0.034999999999999996
7.9606 	EXP 	question_2: height = 0.034999999999999996
7.9606 	EXP 	question_2: text = 'Drawing style'
8.3492 	DATA 	Mouse: Left button down, pos=(962,406)
8.3642 	EXP 	slider: markerPos = 4.018518518518519
8.3808 	EXP 	slider: markerPos = 4.027777777777778
8.3974 	EXP 	slider: markerPos = 4.027777777777778
8.4140 	EXP 	slider: markerPos = 4.027777777777778
8.4308 	EXP 	slider: markerPos = 4.027777777777778
8.4321 	DATA 	Mouse:  Left button up, pos=(963,406)
8.4475 	EXP 	slider: markerPos = 4.0
8.9414 	DATA 	Mouse: Left button down, pos=(760,195)
8.9642 	EXP 	slider_2: markerPos = 2.148148148148149
8.9807 	EXP 	slider_2: markerPos = 2.148148148148149
8.9974 	EXP 	slider_2: markerPos = 2.148148148148149
9.0146 	EXP 	slider_2: markerPos = 2.148148148148149
9.0308 	EXP 	slider_2: markerPos = 2.148148148148149
9.0328 	DATA 	Mouse:  Left button up, pos=(760,195)
9.0474 	EXP 	slider_2: markerPos = 2.0
9.3284 	DATA 	Keypress: space
9.3474 	EXP 	polygon: autoDraw = False
9.3474 	EXP 	polygon_2: autoDraw = False
9.3474 	EXP 	image1: autoDraw = False
9.3474 	EXP 	image2: autoDraw = False
9.3474 	EXP 	slider: autoDraw = False
9.3474 	EXP 	question: autoDraw = False
9.3474 	EXP 	slider_2: autoDraw = False
9.3474 	EXP 	question_2: autoDraw = False
9.3474 	EXP 	text: autoDraw = True
9.6312 	EXP 	New trial (rep=0, index=2): OrderedDict([('sub1', 128), ('sub2', 108), ('pairID', 'practice'), ('trialID', 3), ('stim1', 'stimuli/own/kitchen/128_kit.jpg'), ('stim2', 'stimuli/own/kitchen/108_kit.jpg')])
9.8364 	EXP 	text: autoDraw = False
9.8364 	EXP 	text: autoDraw = False
9.8364 	EXP 	image1: image = 'stimuli/own/kitchen/128_kit.jpg'
9.8364 	EXP 	image2: image = 'stimuli/own/kitchen/108_kit.jpg'
9.8364 	EXP 	slider: markerPos = None
9.8364 	EXP 	slider: markerPos = None
9.8364 	EXP 	slider: styleTweaks = ['triangleMarker']
9.8364 	EXP 	slider: styleTweaks = ['triangleMarker']
9.8364 	EXP 	question: height = 0.034999999999999996
9.8364 	EXP 	slider_2: markerPos = None
9.8364 	EXP 	slider_2: markerPos = None
9.8364 	EXP 	slider_2: styleTweaks = ['triangleMarker']
9.8364 	EXP 	slider_2: styleTweaks = ['triangleMarker']
9.8364 	EXP 	question_2: height = 0.034999999999999996
9.8364 	EXP 	polygon: autoDraw = True
9.8364 	EXP 	polygon_2: autoDraw = True
9.8364 	EXP 	image1: autoDraw = True
9.8364 	EXP 	image2: autoDraw = True
9.8364 	EXP 	slider: autoDraw = True
9.8364 	EXP 	question: autoDraw = True
9.8364 	EXP 	slider_2: autoDraw = True
9.8364 	EXP 	question_2: autoDraw = True
9.8364 	EXP 	question: height = 0.034999999999999996
9.8364 	EXP 	question: height = 0.034999999999999996
9.8364 	EXP 	question: height = 0.034999999999999996
9.8364 	EXP 	question: text = 'Content'
9.8364 	EXP 	question_2: height = 0.034999999999999996
9.8364 	EXP 	question_2: height = 0.034999999999999996
9.8364 	EXP 	question_2: height = 0.034999999999999996
9.8364 	EXP 	question_2: text = 'Drawing style'
10.1664 	DATA 	Mouse: Left button down, pos=(1065,408)
10.1807 	EXP 	slider: markerPos = 4.972222222222221
10.1974 	EXP 	slider: markerPos = 4.972222222222221
10.2142 	EXP 	slider: markerPos = 4.972222222222221
10.2347 	DATA 	Mouse:  Left button up, pos=(1065,408)
10.2362 	EXP 	slider: markerPos = 4.972222222222221
10.2539 	EXP 	slider: markerPos = 5.0
10.7157 	DATA 	Mouse: Left button down, pos=(1061,187)
10.7307 	EXP 	slider_2: markerPos = 4.935185185185185
10.7475 	EXP 	slider_2: markerPos = 4.935185185185185
10.7641 	EXP 	slider_2: markerPos = 4.935185185185185
10.7807 	EXP 	slider_2: markerPos = 4.935185185185185
10.7975 	EXP 	slider_2: markerPos = 4.935185185185185
10.7987 	DATA 	Mouse:  Left button up, pos=(1061,187)
10.8141 	EXP 	slider_2: markerPos = 5.0
11.0890 	DATA 	Keypress: space
11.1143 	EXP 	polygon: autoDraw = False
11.1143 	EXP 	polygon_2: autoDraw = False
11.1143 	EXP 	image1: autoDraw = False
11.1143 	EXP 	image2: autoDraw = False
11.1143 	EXP 	slider: autoDraw = False
11.1143 	EXP 	question: autoDraw = False
11.1143 	EXP 	slider_2: autoDraw = False
11.1143 	EXP 	question_2: autoDraw = False
11.1143 	EXP 	text: autoDraw = True
11.3979 	EXP 	New trial (rep=0, index=3): OrderedDict([('sub1', 107), ('sub2', 108), ('pairID', 'practice'), ('trialID', 5), ('stim1', 'stimuli/own/kitchen/107_kit.jpg'), ('stim2', 'stimuli/own/kitchen/108_kit.jpg')])
11.5954 	EXP 	text: autoDraw = False
11.5954 	EXP 	text: autoDraw = False
11.5954 	EXP 	image1: image = 'stimuli/own/kitchen/107_kit.jpg'
11.5954 	EXP 	image2: image = 'stimuli/own/kitchen/108_kit.jpg'
11.5954 	EXP 	slider: markerPos = None
11.5954 	EXP 	slider: markerPos = None
11.5954 	EXP 	slider: styleTweaks = ['triangleMarker']
11.5954 	EXP 	slider: styleTweaks = ['triangleMarker']
11.5954 	EXP 	question: height = 0.034999999999999996
11.5954 	EXP 	slider_2: markerPos = None
11.5954 	EXP 	slider_2: markerPos = None
11.5954 	EXP 	slider_2: styleTweaks = ['triangleMarker']
11.5954 	EXP 	slider_2: styleTweaks = ['triangleMarker']
11.5954 	EXP 	question_2: height = 0.034999999999999996
11.5954 	EXP 	polygon: autoDraw = True
11.5954 	EXP 	polygon_2: autoDraw = True
11.5954 	EXP 	image1: autoDraw = True
11.5954 	EXP 	image2: autoDraw = True
11.5954 	EXP 	slider: autoDraw = True
11.5954 	EXP 	question: autoDraw = True
11.5954 	EXP 	slider_2: autoDraw = True
11.5954 	EXP 	question_2: autoDraw = True
11.5954 	EXP 	question: height = 0.034999999999999996
11.5954 	EXP 	question: height = 0.034999999999999996
11.5954 	EXP 	question: height = 0.034999999999999996
11.5954 	EXP 	question: text = 'Content'
11.5954 	EXP 	question_2: height = 0.034999999999999996
11.5954 	EXP 	question_2: height = 0.034999999999999996
11.5954 	EXP 	question_2: height = 0.034999999999999996
11.5954 	EXP 	question_2: text = 'Drawing style'
11.9820 	DATA 	Mouse: Left button down, pos=(851,400)
11.9974 	EXP 	slider: markerPos = 2.990740740740741
12.0141 	EXP 	slider: markerPos = 2.990740740740741
12.0306 	EXP 	slider: markerPos = 2.990740740740741
12.0474 	EXP 	slider: markerPos = 2.990740740740741
12.0489 	DATA 	Mouse:  Left button up, pos=(851,400)
12.0641 	EXP 	slider: markerPos = 3.0
12.6993 	DATA 	Mouse: Left button down, pos=(1170,203)
12.7141 	EXP 	slider_2: markerPos = 5.944444444444444
12.7308 	EXP 	slider_2: markerPos = 5.944444444444444
12.7474 	EXP 	slider_2: markerPos = 5.944444444444444
12.7641 	EXP 	slider_2: markerPos = 5.944444444444444
12.7807 	EXP 	slider_2: markerPos = 5.944444444444444
12.7975 	EXP 	slider_2: markerPos = 5.944444444444444
12.7991 	DATA 	Mouse:  Left button up, pos=(1170,202)
12.8142 	EXP 	slider_2: markerPos = 6.0
13.1234 	DATA 	Keypress: space
13.1474 	EXP 	polygon: autoDraw = False
13.1474 	EXP 	polygon_2: autoDraw = False
13.1474 	EXP 	image1: autoDraw = False
13.1474 	EXP 	image2: autoDraw = False
13.1474 	EXP 	slider: autoDraw = False
13.1474 	EXP 	question: autoDraw = False
13.1474 	EXP 	slider_2: autoDraw = False
13.1474 	EXP 	question_2: autoDraw = False
13.1474 	EXP 	text: autoDraw = True
13.4313 	EXP 	New trial (rep=0, index=4): OrderedDict([('sub1', 110), ('sub2', 107), ('pairID', 'practice'), ('trialID', 4), ('stim1', 'stimuli/own/kitchen/110_kit.jpg'), ('stim2', 'stimuli/own/kitchen/107_kit.jpg')])
13.6243 	EXP 	text: autoDraw = False
13.6243 	EXP 	text: autoDraw = False
13.6243 	EXP 	image1: image = 'stimuli/own/kitchen/110_kit.jpg'
13.6243 	EXP 	image2: image = 'stimuli/own/kitchen/107_kit.jpg'
13.6243 	EXP 	slider: markerPos = None
13.6243 	EXP 	slider: markerPos = None
13.6243 	EXP 	slider: styleTweaks = ['triangleMarker']
13.6243 	EXP 	slider: styleTweaks = ['triangleMarker']
13.6243 	EXP 	question: height = 0.034999999999999996
13.6243 	EXP 	slider_2: markerPos = None
13.6243 	EXP 	slider_2: markerPos = None
13.6243 	EXP 	slider_2: styleTweaks = ['triangleMarker']
13.6243 	EXP 	slider_2: styleTweaks = ['triangleMarker']
13.6243 	EXP 	question_2: height = 0.034999999999999996
13.6243 	EXP 	polygon: autoDraw = True
13.6243 	EXP 	polygon_2: autoDraw = True
13.6243 	EXP 	image1: autoDraw = True
13.6243 	EXP 	image2: autoDraw = True
13.6243 	EXP 	slider: autoDraw = True
13.6243 	EXP 	question: autoDraw = True
13.6243 	EXP 	slider_2: autoDraw = True
13.6243 	EXP 	question_2: autoDraw = True
13.6243 	EXP 	question: height = 0.034999999999999996
13.6243 	EXP 	question: height = 0.034999999999999996
13.6243 	EXP 	question: height = 0.034999999999999996
13.6243 	EXP 	question: text = 'Content'
13.6243 	EXP 	question_2: height = 0.034999999999999996
13.6243 	EXP 	question_2: height = 0.034999999999999996
13.6243 	EXP 	question_2: height = 0.034999999999999996
13.6243 	EXP 	question_2: text = 'Drawing style'
14.0154 	DATA 	Mouse: Left button down, pos=(1178,399)
14.0306 	EXP 	slider: markerPos = 6.018518518518518
14.0474 	EXP 	slider: markerPos = 6.018518518518518
14.0641 	EXP 	slider: markerPos = 6.018518518518518
14.0807 	EXP 	slider: markerPos = 6.018518518518518
14.0974 	EXP 	slider: markerPos = 6.018518518518518
14.0997 	DATA 	Mouse:  Left button up, pos=(1178,399)
14.1141 	EXP 	slider: markerPos = 6.0
14.5687 	DATA 	Mouse: Left button down, pos=(870,193)
14.5831 	EXP 	slider_2: markerPos = 3.166666666666667
14.5974 	EXP 	slider_2: markerPos = 3.166666666666667
14.6164 	EXP 	slider_2: markerPos = 3.166666666666667
14.6307 	EXP 	slider_2: markerPos = 3.166666666666667
14.6473 	EXP 	slider_2: markerPos = 3.166666666666667
14.6640 	EXP 	slider_2: markerPos = 3.166666666666667
14.6652 	DATA 	Mouse:  Left button up, pos=(870,193)
14.6808 	EXP 	slider_2: markerPos = 3.0
15.0491 	DATA 	Keypress: space
15.0807 	EXP 	polygon: autoDraw = False
15.0807 	EXP 	polygon_2: autoDraw = False
15.0807 	EXP 	image1: autoDraw = False
15.0807 	EXP 	image2: autoDraw = False
15.0807 	EXP 	slider: autoDraw = False
15.0807 	EXP 	question: autoDraw = False
15.0807 	EXP 	slider_2: autoDraw = False
15.0807 	EXP 	question_2: autoDraw = False
15.0807 	EXP 	text: autoDraw = True
15.3646 	EXP 	New trial (rep=0, index=5): OrderedDict([('sub1', 108), ('sub2', 110), ('pairID', 'practice'), ('trialID', 8), ('stim1', 'stimuli/own/kitchen/108_kit.jpg'), ('stim2', 'stimuli/own/kitchen/110_kit.jpg')])
15.5533 	EXP 	text: autoDraw = False
15.5533 	EXP 	text: autoDraw = False
15.5533 	EXP 	image1: image = 'stimuli/own/kitchen/108_kit.jpg'
15.5533 	EXP 	image2: image = 'stimuli/own/kitchen/110_kit.jpg'
15.5533 	EXP 	slider: markerPos = None
15.5533 	EXP 	slider: markerPos = None
15.5533 	EXP 	slider: styleTweaks = ['triangleMarker']
15.5533 	EXP 	slider: styleTweaks = ['triangleMarker']
15.5533 	EXP 	question: height = 0.034999999999999996
15.5533 	EXP 	slider_2: markerPos = None
15.5533 	EXP 	slider_2: markerPos = None
15.5533 	EXP 	slider_2: styleTweaks = ['triangleMarker']
15.5533 	EXP 	slider_2: styleTweaks = ['triangleMarker']
15.5533 	EXP 	question_2: height = 0.034999999999999996
15.5533 	EXP 	polygon: autoDraw = True
15.5533 	EXP 	polygon_2: autoDraw = True
15.5533 	EXP 	image1: autoDraw = True
15.5533 	EXP 	image2: autoDraw = True
15.5533 	EXP 	slider: autoDraw = True
15.5533 	EXP 	question: autoDraw = True
15.5533 	EXP 	slider_2: autoDraw = True
15.5533 	EXP 	question_2: autoDraw = True
15.5533 	EXP 	question: height = 0.034999999999999996
15.5533 	EXP 	question: height = 0.034999999999999996
15.5533 	EXP 	question: height = 0.034999999999999996
15.5533 	EXP 	question: text = 'Content'
15.5533 	EXP 	question_2: height = 0.034999999999999996
15.5533 	EXP 	question_2: height = 0.034999999999999996
15.5533 	EXP 	question_2: height = 0.034999999999999996
15.5533 	EXP 	question_2: text = 'Drawing style'
15.8665 	DATA 	Mouse: Left button down, pos=(741,400)
15.8806 	EXP 	slider: markerPos = 1.9722222222222225
15.8975 	EXP 	slider: markerPos = 1.9722222222222225
15.9140 	EXP 	slider: markerPos = 1.9722222222222225
15.9307 	EXP 	slider: markerPos = 1.9722222222222225
15.9317 	DATA 	Mouse:  Left button up, pos=(741,400)
15.9474 	EXP 	slider: markerPos = 2.0
16.5334 	DATA 	Mouse: Left button down, pos=(981,183)
16.5479 	EXP 	slider_2: markerPos = 4.194444444444445
16.5654 	EXP 	slider_2: markerPos = 4.194444444444445
16.5816 	EXP 	slider_2: markerPos = 4.194444444444445
16.5974 	EXP 	slider_2: markerPos = 4.194444444444445
16.6141 	EXP 	slider_2: markerPos = 4.194444444444445
16.6154 	DATA 	Mouse:  Left button up, pos=(981,183)
16.6307 	EXP 	slider_2: markerPos = 4.0
16.8954 	DATA 	Keypress: space
16.9141 	EXP 	polygon: autoDraw = False
16.9141 	EXP 	polygon_2: autoDraw = False
16.9141 	EXP 	image1: autoDraw = False
16.9141 	EXP 	image2: autoDraw = False
16.9141 	EXP 	slider: autoDraw = False
16.9141 	EXP 	question: autoDraw = False
16.9141 	EXP 	slider_2: autoDraw = False
16.9141 	EXP 	question_2: autoDraw = False
16.9141 	EXP 	text: autoDraw = True
17.1980 	EXP 	New trial (rep=0, index=6): OrderedDict([('sub1', 110), ('sub2', 133), ('pairID', 'practice'), ('trialID', 1), ('stim1', 'stimuli/own/kitchen/110_kit.jpg'), ('stim2', 'stimuli/own/kitchen/133_kit.jpg')])
17.3898 	EXP 	text: autoDraw = False
17.3898 	EXP 	text: autoDraw = False
17.3898 	EXP 	image1: image = 'stimuli/own/kitchen/110_kit.jpg'
17.3898 	EXP 	image2: image = 'stimuli/own/kitchen/133_kit.jpg'
17.3898 	EXP 	slider: markerPos = None
17.3898 	EXP 	slider: markerPos = None
17.3898 	EXP 	slider: styleTweaks = ['triangleMarker']
17.3898 	EXP 	slider: styleTweaks = ['triangleMarker']
17.3898 	EXP 	question: height = 0.034999999999999996
17.3898 	EXP 	slider_2: markerPos = None
17.3898 	EXP 	slider_2: markerPos = None
17.3898 	EXP 	slider_2: styleTweaks = ['triangleMarker']
17.3898 	EXP 	slider_2: styleTweaks = ['triangleMarker']
17.3898 	EXP 	question_2: height = 0.034999999999999996
17.3898 	EXP 	polygon: autoDraw = True
17.3898 	EXP 	polygon_2: autoDraw = True
17.3898 	EXP 	image1: autoDraw = True
17.3898 	EXP 	image2: autoDraw = True
17.3898 	EXP 	slider: autoDraw = True
17.3898 	EXP 	question: autoDraw = True
17.3898 	EXP 	slider_2: autoDraw = True
17.3898 	EXP 	question_2: autoDraw = True
17.3898 	EXP 	question: height = 0.034999999999999996
17.3898 	EXP 	question: height = 0.034999999999999996
17.3898 	EXP 	question: height = 0.034999999999999996
17.3898 	EXP 	question: text = 'Content'
17.3898 	EXP 	question_2: height = 0.034999999999999996
17.3898 	EXP 	question_2: height = 0.034999999999999996
17.3898 	EXP 	question_2: height = 0.034999999999999996
17.3898 	EXP 	question_2: text = 'Drawing style'
17.7484 	DATA 	Mouse: Left button down, pos=(963,393)
17.7642 	EXP 	slider: markerPos = 4.027777777777778
17.7808 	EXP 	slider: markerPos = 4.027777777777778
17.7975 	EXP 	slider: markerPos = 4.027777777777778
17.8141 	EXP 	slider: markerPos = 4.027777777777778
17.8307 	EXP 	slider: markerPos = 4.027777777777778
17.8323 	DATA 	Mouse:  Left button up, pos=(963,393)
17.8474 	EXP 	slider: markerPos = 4.0
18.3497 	DATA 	Mouse: Left button down, pos=(851,183)
18.3641 	EXP 	slider_2: markerPos = 2.990740740740741
18.3808 	EXP 	slider_2: markerPos = 2.990740740740741
18.3989 	EXP 	slider_2: markerPos = 2.990740740740741
18.4158 	EXP 	slider_2: markerPos = 2.990740740740741
18.4328 	DATA 	Mouse:  Left button up, pos=(851,183)
18.4340 	EXP 	slider_2: markerPos = 2.990740740740741
18.4474 	EXP 	slider_2: markerPos = 3.0
18.7870 	DATA 	Keypress: space
18.8141 	EXP 	polygon: autoDraw = False
18.8141 	EXP 	polygon_2: autoDraw = False
18.8141 	EXP 	image1: autoDraw = False
18.8141 	EXP 	image2: autoDraw = False
18.8141 	EXP 	slider: autoDraw = False
18.8141 	EXP 	question: autoDraw = False
18.8141 	EXP 	slider_2: autoDraw = False
18.8141 	EXP 	question_2: autoDraw = False
18.8141 	EXP 	text: autoDraw = True
19.0979 	EXP 	New trial (rep=0, index=7): OrderedDict([('sub1', 110), ('sub2', 128), ('pairID', 'practice'), ('trialID', 2), ('stim1', 'stimuli/own/kitchen/110_kit.jpg'), ('stim2', 'stimuli/own/kitchen/128_kit.jpg')])
19.2941 	EXP 	text: autoDraw = False
19.2941 	EXP 	text: autoDraw = False
19.2941 	EXP 	image1: image = 'stimuli/own/kitchen/110_kit.jpg'
19.2941 	EXP 	image2: image = 'stimuli/own/kitchen/128_kit.jpg'
19.2941 	EXP 	slider: markerPos = None
19.2941 	EXP 	slider: markerPos = None
19.2941 	EXP 	slider: styleTweaks = ['triangleMarker']
19.2941 	EXP 	slider: styleTweaks = ['triangleMarker']
19.2941 	EXP 	question: height = 0.034999999999999996
19.2941 	EXP 	slider_2: markerPos = None
19.2941 	EXP 	slider_2: markerPos = None
19.2941 	EXP 	slider_2: styleTweaks = ['triangleMarker']
19.2941 	EXP 	slider_2: styleTweaks = ['triangleMarker']
19.2941 	EXP 	question_2: height = 0.034999999999999996
19.2941 	EXP 	polygon: autoDraw = True
19.2941 	EXP 	polygon_2: autoDraw = True
19.2941 	EXP 	image1: autoDraw = True
19.2941 	EXP 	image2: autoDraw = True
19.2941 	EXP 	slider: autoDraw = True
19.2941 	EXP 	question: autoDraw = True
19.2941 	EXP 	slider_2: autoDraw = True
19.2941 	EXP 	question_2: autoDraw = True
19.2941 	EXP 	question: height = 0.034999999999999996
19.2941 	EXP 	question: height = 0.034999999999999996
19.2941 	EXP 	question: height = 0.034999999999999996
19.2941 	EXP 	question: text = 'Content'
19.2941 	EXP 	question_2: height = 0.034999999999999996
19.2941 	EXP 	question_2: height = 0.034999999999999996
19.2941 	EXP 	question_2: height = 0.034999999999999996
19.2941 	EXP 	question_2: text = 'Drawing style'
19.8498 	DATA 	Mouse: Left button down, pos=(1068,403)
19.8651 	EXP 	slider: markerPos = 5.0
19.8809 	EXP 	slider: markerPos = 5.0
19.8995 	EXP 	slider: markerPos = 5.0
19.9141 	EXP 	slider: markerPos = 5.0
19.9308 	EXP 	slider: markerPos = 5.0
19.9329 	DATA 	Mouse:  Left button up, pos=(1068,403)
19.9495 	EXP 	slider: markerPos = 5.0
20.3487 	DATA 	Mouse: Left button down, pos=(1077,190)
20.3641 	EXP 	slider_2: markerPos = 5.083333333333334
20.3807 	EXP 	slider_2: markerPos = 5.083333333333334
20.3974 	EXP 	slider_2: markerPos = 5.083333333333334
20.4141 	EXP 	slider_2: markerPos = 5.083333333333334
20.4308 	EXP 	slider_2: markerPos = 5.083333333333334
20.4325 	DATA 	Mouse:  Left button up, pos=(1077,190)
20.4474 	EXP 	slider_2: markerPos = 5.0
20.5840 	DATA 	Keypress: space
20.5974 	EXP 	polygon: autoDraw = False
20.5974 	EXP 	polygon_2: autoDraw = False
20.5974 	EXP 	image1: autoDraw = False
20.5974 	EXP 	image2: autoDraw = False
20.5974 	EXP 	slider: autoDraw = False
20.5974 	EXP 	question: autoDraw = False
20.5974 	EXP 	slider_2: autoDraw = False
20.5974 	EXP 	question_2: autoDraw = False
20.5974 	EXP 	text: autoDraw = True
20.8814 	EXP 	New trial (rep=0, index=8): OrderedDict([('sub1', 128), ('sub2', 133), ('pairID', 'practice'), ('trialID', 6), ('stim1', 'stimuli/own/kitchen/128_kit.jpg'), ('stim2', 'stimuli/own/kitchen/133_kit.jpg')])
21.0648 	EXP 	text: autoDraw = False
21.0648 	EXP 	text: autoDraw = False
21.0648 	EXP 	image1: image = 'stimuli/own/kitchen/128_kit.jpg'
21.0648 	EXP 	image2: image = 'stimuli/own/kitchen/133_kit.jpg'
21.0648 	EXP 	slider: markerPos = None
21.0648 	EXP 	slider: markerPos = None
21.0648 	EXP 	slider: styleTweaks = ['triangleMarker']
21.0648 	EXP 	slider: styleTweaks = ['triangleMarker']
21.0648 	EXP 	question: height = 0.034999999999999996
